id,post,label,target
15217159_gab,the royals deserve no respect after the rothschilds took over the british empire after the french revolution but now they are absolutely beyond redemption with letting one of them marry a half nigger half jew every royal should be exterminated for this kill everyone related to them by blood too,1,African
5990153_gab,the sad part about this is not that the one may have been born overseas and a mooslim but that even if it was true the spineless gubmint and congress would do nothing about it,1,Other
1178270987797848064_twitter,<user> marrying a white devil just did not change your color and you will still be black when she divorces 🤷 🏽 ‍ ♀️,1,Caucasian
1178248136126394369_twitter,raskal redical islamist muslims in switzerland are demanding that the white cross be removed from the swiss national flag because as a christian symbol it no longer corresponds to today multicultural switzerland save the world from them 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🔱 🔱 🔱,0,None
14848345_gab,an immigrant are you a filthy kike was the question i think you just answered it they have been given every advantage if by they and every advantage you mean niggers and the racist policies that give them the advantage like affirmative action then you are correct,1,African
1178921677046128640_twitter,<user> girl fuck you too 😂 🖕 🗣,0,None
14479405_gab,lol fuck no let that shit spread around africa and kill as many nigger apes as possible,1,African
16120519_gab,the only good nigger is a dead nig oops there are no good niggers,1,African
1178571627400839168_twitter,dam shit sad if your for african american people you are president they look for ways to impeach you but if you are white for illegal immigrants nothing happens america is racist it ll never change were facing extinction they hate us for what they have done to us,0,None
1179049804531408896_twitter,<user> <user> <user> <user> <user> but nobody is above the law illegal immigrants have raped and murdered ppl with no consequences but nobody is above the law,0,None
1179004887163498496_twitter,<user> ban internet is a human right violation wow rape of women loss of house and motherland that kashmiri hindus faced due to islamist jehadis is not a human right violation clap for tg,0,None
10778322_gab,is it ok to ban all non whites and sodimites from a business now too how about those freaky dyke chicks with purple hair and <number> gorillion tattoos or how about antifa can we ban them,1,Other
21624055_gab,saudi arabia who behead more people than isis is welcome in uk jihadis are welcomed back in uk conservative journalists in their <number> are terrorists deported denied entry in uk trump is vilified moslem khants say he not welcome in uk he is welcome to the uk asylum hahahahahahahahahha,0,None
22968939_gab,back to the old you can not say nigger in a rap unless you are black thing not even if you call yourself ninja and have blue hair,0,None
19500110_gab,why do you pretend to promote right wing morality while being a disgusting nigger fucking sodomite i am genuinely perplexed by this is it just a desire to be edgy and offensive would you not be a leftist if it was still considered outrage inducing to be so,1,Other
22580475_gab,so many muzzies where are you thurso,1,Islam
19898908_gab,what did he mean by this <number> days before a spic does a shooting,1,Hispanic
1109996926412288000_twitter,my dad a weird ass bitch,0,None
1177583026730983424_twitter,fucking nigger me up the asshole with a hotrod nigga,1,African
1189125076026822656_twitter,fuck you all faggot ass niggas,1,African
1123638363292987393_twitter,yes gurl fuck u fake ass hoe,1,Women
1179069486923689987_twitter,women are just better ppl than men period still rather be a guy but yeh you all dope thx,0,None
23332294_gab,stop all that coon shit early morning cartoon shit this is that goon shit fuck up your whole afternoon shit,1,African
1179083549439193089_twitter,rosie o ching chong wing wong i hate chinks donnell,1,Asian
26871375_gab,ibor is dumb boomer kike shill proposition only paul nehlen shall not censor is worth a while,1,Jewish
1179094683730903040_twitter,sprinkling adderall on my morning bagel hi i am calling to schedule an outlook meeting with your director if you could return my call,0,None
18089083_gab,god rest the man soul one question how many muzzies die on the street,1,Islam
1178762932198481922_twitter,fat niggas with dreads be looking like big ass dykes,1,Homosexual
1179087306369703939_twitter,tw homophobia me vs hating myself because im queer and poly more likely than you think,0,None
1178678509255872512_twitter,<user> but are not the screamers white too how do they know she is not a holocaust survivor,0,None
1179066466081083393_twitter,when young thug said my bitch a virgo but she actin like a pisces i became a horoscope slut,0,None
1179083847545147392_twitter,<user> <user> stacey dash commits black on white violence against her white husband,0,None
23192800_gab,as sun set tzu hu who was little more than twenty two said when you can talk about jews in public with the aplomb of a housecat taking a shit then my son you have achieved mastery of politics dig it that eastern wisdom my weak skinned nigger,1,African
14870364_gab,some more heeb degeneracy,0,None
12646112_gab,did not a nigger just shoot up a white church just wondering because i have not seen any politicians or media people screaming for any all to disavow black supremacy,0,None
3988519_gab,i can not believe stuart varney had those two obnoxious negresses diamond silk on his show this morning i am glad they like and support trump but i just can not stand listening to them,1,African
1178196619159670784_twitter,before anyone passes judgement i wanna let it be known that im <percent> trailer trash,0,Other
1179068092086984704_twitter,that white devil ain t low 😒,1,Caucasian
10161076_gab,typical muzrat tactics think they are in a good position they spew their hate but when faced with strength they roll on their back,1,Islam
1178840408916467714_twitter,<user> ideal image girl it was full of white oriole so i wasn t surprised but i figured since they claimed to have the laser i would be good they were so dramatic i about it too like i will never go there again,0,None
1178896652490465280_twitter,<user> it okay to be white i love everyone the same no matter the color of their skin and only judge people by their character,0,None
8213875_gab,you forgot the part where a faggot zero fucked some nignog from africa who had fucked some other nignog who fucked a monkey b then american women started fucking these faggots and then fucked normal men and smuggled the virus from fags and junkies to regular people,1,African
1179104713356320768_twitter,love getting fucking condescended to by the cis telling me im reductive and need to calm down bc i simply mentioned to a largely queer qnd inclusive group of ppl that certain devs are transphobic so they could save their money and said cis wouldnt let it be,0,None
